,Route,Head.Length,SV.length,Total.Length,Tail.Girth,Neck.Girth,Chest.Girth,Weight,Sex,Deformities_Notes
1480,ENP-SS,25.2,89.2,180,37.5,NA,NA,16,M,None
1481,ENP-SS,25.2,90.8,178.5,33.7,NA,NA,15.5,M,None
1482,ENP-SS,25.5,94.9,188.6,31.2,NA,NA,14.5,F,None
1483,ENP-SS,37,133.5,225.7,47.2,NA,NA,45,M,None
1484,ENP-SS,36.1,131.8,258.2,47.7,NA,NA,50,M,None
1485,ENP-SS,29.9,104.9,210.1,37.2,NA,NA,24.5,F,None
1486,ENP-SS,25.5,98.1,195.3,37.8,NA,NA,17.5,F,None
1487,ENP-SS,21,77.3,156,27.7,NA,NA,9,F,None
1488,ENP-SS,27.1,108.1,199.1,46.6,NA,NA,32,F,None
1489,ENP-SS,26.8,103.9,191.5,40.1,NA,NA,21.5,M,Incomplete tail
1490,ENP-SS,33,127.2,246.7,44.5,NA,NA,38,M,None
1491,ENP-SS,36,132.7,231,51.7,NA,NA,53,M,Incomplete tail
1492,WCA3B_Marsh,18.8,72.9,133.4,28.7,NA,NA,7.5,F,None
1493,WCA3B_Marsh,34.3,121,233,38.5,NA,NA,32,M,Left rear foot and lower leg missing
1494,WCA3B_Marsh,29.8,109,216.5,37.5,NA,NA,24.5,M,None
1495,WCA3B_Marsh,17.9,66.6,129.6,24.4,NA,NA,6,M,ND
1496,WCA3B_Marsh,27.9,109.9,207.5,45,NA,NA,29,M,NA
1497,WCA3B_Marsh,12.1,42.1,83.7,14.9,NA,NA,1.4,M,None
1498,WCA3B_Marsh,25.7,94.3,187.2,40.5,NA,NA,22,M,None
1499,WCA3A-TW_Marsh,43,152.5,288,57.5,NA,NA,82.5,M,None
1500,WCA3A-TW_Marsh,12.8,46.4,95.2,17.9,NA,NA,2.05,F,None
1501,WCA3A-TW_Marsh,11.8,43,89.6,16.2,NA,NA,1.4,M,None
1502,WCA3A-TW_Marsh,25.3,92.6,191,38.8,NA,NA,20.5,F,None
1503,WCA3A-TW_Marsh,14.4,54.9,107.7,22.5,NA,NA,3.3,M,None
1504,WCA3A-TW_Marsh,13.8,52,105.75,19.5,NA,NA,3,M,None
1505,WCA3A-TW_Marsh,23.6,88.2,173.5,38,NA,NA,16,F,None
1506,WCA3A-TW_Marsh,25.7,97.6,197.1,38.7,NA,NA,20,M,None
1507,WCA3A-TW_Marsh,28.7,102.1,209.4,44,NA,NA,22.5,M,Torn webbing on back L. foot.
1508,WCA3A-TW_Marsh,26.9,94.1,185.8,40.4,NA,NA,19.5,F,Some marks on tail.
1509,BICY_Marsh,15.1,52.6,110,22.7,NA,NA,3.5,M,None
1510,BICY_Marsh,25.1,92.3,188.4,35,NA,NA,15.5,M,None
1511,BICY_Marsh,14,50.4,98,17.3,NA,NA,2.5,M,None
1512,BICY_Marsh,18,67.1,129.9,24.3,NA,NA,5.25,M,None
1513,BICY_Marsh,13.2,49.6,99.6,18.9,NA,NA,2.5,M,None
1514,BICY_Marsh,22,79.3,158.4,30.9,NA,NA,9.5,F,None
1515,BICY_Marsh,23.9,88.3,175.8,35.4,NA,NA,14.75,M,None
1516,BICY_Marsh,11.7,44,90.4,17.8,NA,NA,1.8,F,None
1517,BICY_Marsh,11.1,38.4,79.8,13.5,NA,NA,1.01,M,None
1518,BICY_Marsh,23,82.2,162,34.7,NA,NA,13.6,M,None
1519,BICY_Marsh,21.3,75.1,156.8,30.5,NA,NA,10,F,None
1520,BICY_Marsh,42.2,151.5,286.4,61.1,NA,NA,84,M,None
1521,BICY_Marsh,17.7,68.6,138.5,26.9,NA,NA,6.2,F,None
1522,BICY_Marsh,14.6,54.9,110.5,23.2,NA,NA,3.55,F,None
1523,BICY_Marsh,17.9,60.8,121.5,24.2,NA,NA,4.52,F,None
1524,Lox_Marsh,21,74,147.5,27.5,NA,NA,8.45,F,None
1525,Lox_Marsh,23.3,82,168.4,33.2,NA,NA,12.5,M,None
1526,BICY_Marsh,27.9,101.5,203.7,43.9,NA,NA,23.5,M,None
1527,BICY_Marsh,12.9,47.2,92.5,17.6,NA,NA,2.1,M,None
1528,BICY_Marsh,31.5,113.5,222.5,38.7,NA,NA,24.5,M,None
1529,BICY_Marsh,23.9,90.3,181.2,37.5,NA,NA,17,F,None
1530,BICY_Marsh,40.4,141,277,60.7,NA,NA,74,M,None
1531,BICY_Marsh,24.2,88.6,178.1,38.2,NA,NA,16,F,None
1532,BICY_Marsh,20.2,75.4,151.3,28.2,NA,NA,8.2,M,None
1533,BICY_Marsh,23.5,87,172.2,29.2,NA,NA,12.2,M,None
1534,BICY_Marsh,27.2,98.4,194.3,39.4,NA,NA,20.5,F,None
1535,ENP-EST,27.2,98.9,198.7,39.6,NA,NA,21,M,None
1536,ENP-EST,32.7,117,182,46.9,NA,NA,35,M,Incomplete tail
1537,ENP-EST,32.5,125.2,237.8,48.9,NA,NA,41.5,M,None
1538,ENP-EST,35,126.8,246.8,45,NA,NA,42.5,M,None
1539,ENP-EST,34,125.8,247.1,42.4,NA,NA,35.5,M,Tail torn and hanging off after 11th single.
1540,ENP-FC,26.2,96.6,157,40.2,NA,NA,18,M,Incomplete tail
1541,WCA2A_Marsh,15.8,58.4,120.3,22.8,NA,NA,3.7,M,None
1542,WCA2A_Marsh,18.4,63.4,130.4,23.4,NA,NA,4.5,M,None
1543,WCA2A_Marsh,33.9,123.8,235.5,51.9,NA,NA,44,M,Incomplete tail
1544,WCA2A_Marsh,36.5,126.5,228.1,38.1,NA,NA,33,M,Incomplete tail
1545,WCA2A_Marsh,17.5,62.8,130.1,24.8,NA,NA,4.9,F,None
1546,WCA2A_Marsh,22.1,79.7,158.4,31.2,NA,NA,10.25,F,2nd claw RF toe missing
1547,WCA2A_Marsh,13.7,46.8,94.4,17.4,NA,NA,2,M,None
1548,WCA2A_Marsh,17,61,125.7,22.9,NA,NA,4.5,M,None
1549,WCA2A_Marsh,36,126.9,255.9,48.4,NA,NA,45,M,None
1550,WCA2A_Marsh,33.9,123.2,247.8,50.4,NA,NA,42,M,None
1551,WCA2A_Marsh,29.3,110.4,221.7,47.2,NA,NA,31,F,None
1552,WCA2A_Marsh,34.6,124.4,240.4,44.1,NA,NA,35.5,M,Tail chewed up
1553,WCA2A_Marsh,27.7,100.6,193.9,36.9,NA,NA,18,F,FL foot missing
1554,WCA2A_Marsh,32.8,118.3,236,45.2,NA,NA,33,M,None
1555,WCA2A_Marsh,17.8,67.4,127.5,24.6,NA,NA,4.8,M,None
1556,WCA3A-HD_Marsh,39,133.5,254,48.5,NA,NA,54,M,None
1557,WCA3A-HD_Marsh,29.5,113,223,48.5,NA,NA,14.4,F,Back Rt outside toe hole in webbing
1558,WCA3A-HD_Marsh,29,107.5,214,40.5,NA,NA,24.5,M,"FL foot deformed, nubs for toes. Not a bite"
1559,WCA3A-HD_Marsh,15.5,55.5,114,21,NA,NA,3.8,F,None
1560,WCA3A-HD_Marsh,39.5,140,266,47,NA,NA,52,M,? A swollen bottom third of tail
1561,WCA3A-HD_Marsh,21,77.5,162,33,NA,NA,11.4,M,None
1562,WCA3A-HD_Marsh,29.4,108.7,218,49.5,NA,NA,37,F,None
1563,WCA3A-HD_Marsh,16,60.3,127.2,22.4,NA,NA,4.8,F,None
1564,WCA3A-HD_Marsh,22.2,83.6,168.8,35.4,NA,NA,14.4,M,None
1565,WCA3A-HD_Marsh,19.2,71.6,145.2,28.1,NA,NA,7.4,F,None
1566,WCA3A-HD_Marsh,36.2,131.5,253.4,49.9,NA,NA,47,M,Broken jaw
1567,WCA3A-HD_Marsh,16.4,61.7,125.4,22.5,NA,NA,4.25,F,None
1568,ENP-FC,31.8,122.5,235.9,50.4,NA,NA,33,M,None
1569,ENP-FC,23.8,88.5,173.2,33.5,NA,NA,13,M,None
1570,ENP-FC,26.2,100,196.9,35.5,NA,NA,16.9,M,None
1571,ENP-FC,26.6,97.8,197.5,38.5,NA,NA,18,F,None
1572,ENP-FC,30.7,113,228.5,44.3,NA,NA,28,M,None
1573,ENP-FC,27.5,97.2,197.8,38.3,NA,NA,18,M,None
1574,ENP-FC,24.4,87.6,173.8,34.9,NA,NA,14.5,F,None
1575,ENP-FC,24.6,92.1,180.1,33,NA,NA,14.2,M,None
1576,ENP-FC,24,84.4,170.1,33.7,NA,NA,12.2,F,Extra flap/toe on RF foot
1577,ENP-FC,18.6,69.9,141.7,27.5,NA,NA,6.8,F,None
1578,ENP-FC,19.8,70.3,143.2,27.5,NA,NA,7,F,None
1579,ENP-FC,24.5,90.8,181.9,34.7,NA,NA,15,M,None
1580,ENP-FC,21.9,82.4,165.1,31.6,NA,NA,12.5,F,None
1581,ENP-FC,36.2,133.9,261.8,48.4,NA,NA,50,M,None
1582,ENP-SS,34.9,126.7,257,50.6,NA,NA,42.5,M,None
1583,ENP-SS,29.6,106.5,211.8,36.7,NA,NA,20,M,Scraps on back
1584,ENP-SS,29.2,108.5,212.2,36.6,NA,NA,25,F,None
1585,ENP-SS,25.2,95.9,192.4,39.2,NA,NA,20.5,F,"Single 3 cut a bit, no clean cut scarson tail (teethmarks)"
1586,ENP-SS,33.6,125.4,245.6,48.3,NA,NA,41,M,None
1587,ENP-SS,28.7,104.7,204.8,42.4,NA,NA,24,M,None
1588,WCA3A-HD_Marsh,15,52.5,111,21,NA,NA,3.2,F,None
1589,WCA3A-HD_Marsh,12.8,47.5,99,17.5,NA,NA,2.1,F,None
1590,WCA3A-HD_Marsh,17.5,61.5,123,20.5,NA,NA,3.7,F,None
1591,WCA3B_Marsh,21.8,79.6,156,30.8,NA,NA,9.4,F,None
1592,WCA3B_Marsh,25.4,96.8,192.5,37,NA,NA,16.75,F,Some scrapes
1593,WCA3B_Marsh,27.7,102.3,203.6,43.9,NA,NA,28.6,F,None
1594,WCA3B_Marsh,27.1,95.5,191.3,39.2,NA,NA,21,F,None
1595,WCA3B_Marsh,33.5,121.9,235.8,50.8,NA,NA,43.5,M,None
1596,WCA3B_Marsh,28,98.2,192.7,35.8,NA,NA,22.5,M,None
1597,WCA3B_Marsh,22.8,83.8,167.1,31.7,NA,NA,12.4,F,None
1598,WCA3B_Marsh,28.9,109.4,216.5,42.4,NA,NA,26,M,None
1599,WCA3B_Marsh,28.2,106,207.7,42.4,NA,NA,26,U,None
1600,WCA3B_Marsh,29.7,110.2,211.4,46.1,NA,NA,30.5,M,None
1601,WCA3B_Marsh,25.2,96.5,191.4,40.3,NA,NA,21,F,None
1602,WCA3B_Marsh,26.5,100.7,195.2,40.9,NA,NA,23,F,None
1603,WCA3B_Marsh,33.8,120.5,243.5,49.1,NA,NA,43,M,None
1604,WCA3B_Marsh,29.2,108.3,216.6,37.7,NA,NA,24,M,None
1605,WCA3B_Marsh,18,64.9,129.6,24.2,NA,NA,5.1,F,None
1606,Lox_Marsh,25,91,181.9,33.8,NA,NA,16,M,None
1607,Lox_Marsh,32.5,120.8,235.5,49.6,NA,NA,40,F,None
1608,Lox_Marsh,30.5,112.3,222,42.5,NA,NA,30,M,None
1609,Lox_Marsh,19,70,144,26.5,NA,NA,7,F,None
1610,Lox_Marsh,20,72.5,145.5,26,NA,NA,7.2,F,None
1611,Lox_Marsh,14.7,53,106.5,19.5,NA,NA,2.7,M,None
1612,Lox_Marsh,36,131,241,37,NA,NA,36,M,Incomplete tail
1613,WCA3A-TW_Marsh,33.5,119.2,220.9,42.4,NA,NA,33,M,Incomplete tail
1614,WCA3A-TW_Marsh,20.9,78.4,156,31.9,NA,NA,10.5,M,None
1615,WCA3A-TW_Marsh,32,120.9,242.5,54.9,NA,NA,45,F,Right eye deformed.
1616,WCA3A-TW_Marsh,27.9,101,204.5,43.1,NA,NA,23.5,M,None
1617,WCA3A-TW_Marsh,18.9,67,134.7,27.2,NA,NA,5.9,M,None
1618,WCA3A-TW_Marsh,17.9,63.8,126.8,24.5,NA,NA,5,F,Missing LF foot.
1619,WCA3A-TW_Marsh,13.2,47.4,93.8,18.1,NA,NA,2,F,None
1620,WCA3A-TW_Marsh,21.3,75.2,149.6,30.9,NA,NA,8.8,M,None
1621,WCA3A-TW_Marsh,11.4,40.9,81.7,16,NA,NA,1.4,F,None
1622,WCA3A-TW_Marsh,12.5,43.5,88.9,17,NA,NA,1.7,M,None
1623,WCA3A-N41_Marsh,22.2,84.4,169.5,34.8,NA,NA,13.2,M,None
1624,WCA3A-N41_Marsh,25.8,94.5,189.3,37.7,NA,NA,16.5,M,None
1625,WCA3A-N41_Marsh,22.9,83.1,167.4,32.6,NA,NA,13.2,F,None
1626,WCA3A-N41_Marsh,23.2,87.2,172.8,33.6,NA,NA,14.25,F,None
1627,WCA3A-N41_Marsh,28.5,105.7,208.6,43,NA,NA,26,M,None
1628,WCA3A-N41_Marsh,34.6,127.1,245.9,51,NA,NA,47.5,M,None
1629,WCA3A-N41_Marsh,26.4,95.1,195.4,39.3,NA,NA,18.8,F,None
1630,WCA3A-N41_Marsh,25.1,89.4,173,35,NA,NA,14.6,M,None
1631,WCA3A-N41_Marsh,29.1,105.9,206.8,41.5,NA,NA,27,F,"Bite marks at base of tail
scarring along tail"
1632,WCA3A-N41_Marsh,17.7,61,123.9,23.1,NA,NA,4.9,M,None
1633,BICY_Marsh,50.7,184.2,356.5,81.1,NA,NA,164,M,"Scars on tail, snout, left eye missing"
1634,BICY_Marsh,29.3,109.7,201.5,45.1,NA,NA,31,F,Incomplete tail
1635,BICY_Marsh,28.8,109.1,218.1,47.8,NA,NA,31,F,Large bump on Right Rear leg
1636,BICY_Marsh,29.5,111,211.5,43,NA,NA,30,F,None
1637,BICY_Marsh,19.9,74.2,150,29.5,NA,NA,9.1,F,None
1638,BICY_Marsh,32.5,123.5,247,61,NA,NA,56,F,None
1639,ENP-SS,24.6,89.9,177.8,35.8,NA,NA,15.2,F,None
1640,ENP-SS,28.5,104,204.2,33.1,NA,NA,21,F,None
1641,ENP-SS,20.5,75.5,149.8,27.4,NA,NA,8.2,M,None
1642,ENP-SS,18.5,72,144.2,26.2,NA,NA,7,M,None
1643,ENP-SS,24.4,92.2,182.5,31.4,NA,NA,13.8,M,None
1644,ENP-SS,20.2,73,147.5,27.6,NA,NA,8.2,F,None
1645,ENP-SS,25.7,99,187,31.5,NA,NA,16.8,F,None
1646,WCA3A-N41_Marsh,30.3,111.2,216.1,45.6,NA,NA,29,M,ND
1647,WCA3A-N41_Marsh,18.7,69,139.7,28.2,NA,NA,7.2,M,None
1648,WCA3A-N41_Marsh,33.1,121.6,241.3,50.9,NA,NA,46,M,"Lower jaw shorter than upper
Top jaw comes to a bit of a point."
1649,WCA3A-N41_Marsh,22.5,81.1,162.7,31.4,NA,NA,11,F,None
1650,WCA3A-N41_Marsh,28.5,104.9,211.9,43.6,NA,NA,27,F,None
1651,ENP-FC,24.2,92.7,181.1,33.7,NA,NA,15.1,F,Single torn and 9th cut
1652,ENP-SS,26.4,98.1,194.4,37.8,NA,NA,19.4,M,"Left shoulder deformed scutes, look like flap"
1653,ENP-SS,23.9,90.9,176.5,35.8,NA,NA,15.5,F,Missing second toe on right foot
1654,Lox_Marsh,21,76.7,158.6,27.5,NA,NA,9,M,None
1655,Lox_Marsh,16,56,117.3,19.6,NA,NA,3.9,F,None
1656,Lox_Marsh,19,67,135.3,23.7,NA,NA,5.9,F,None
1657,Lox_Marsh,28.5,101,203.7,38.3,NA,NA,22.5,M,First Single Creased
1658,Lox_Marsh,22.5,77.5,158,30.5,NA,NA,10.5,M,None
1659,Lox_Marsh,18,64.6,133,23.8,NA,NA,5.7,M,None
1660,Lox_Marsh,26.2,97.4,192.2,36.6,NA,NA,20,F,Third Left Double is short
1661,Lox_Marsh,20.5,76,152,27.8,NA,NA,8.5,F,None
1662,ENP-EST,27.5,103,208.5,40.5,NA,NA,25.5,M,Right front foot missing. Right single scute two missing/torn.
1663,ENP-EST,27.4,99.7,204.2,NA,NA,NA,23,M,None
1664,ENP-EST,27.3,100.5,200.8,38.1,NA,NA,21.5,M,None
1665,ENP-EST,35.2,129.3,232.4,52.2,NA,NA,57,M,Incomplete tail
1666,ENP-EST,22.9,82.5,167.7,33.8,NA,NA,14,M,None
1667,ENP-EST,30.5,109.1,210.2,41.2,NA,NA,31,M,None
1668,ENP-EST,29,107.5,205.2,44.6,NA,NA,31,M,None
1669,ENP-EST,35.5,130.9,253.5,56.2,NA,NA,56,M,None
1670,ENP-EST,23.6,86.2,168.5,31.6,NA,NA,13,M,None
1671,ENP-EST,31.3,113.5,219.6,45.2,NA,NA,37.5,M,None
1672,WCA3A-HD_Marsh,12.1,43.2,89.4,16.4,NA,NA,1.4,M,N/A
1673,WCA3A-TW_Marsh,22.8,85,173.3,35.6,NA,NA,14,F,None
1674,WCA3A-TW_Marsh,30.3,111.9,225,47.9,NA,NA,34,F,None
1675,WCA3A-TW_Marsh,33.2,119.9,241.5,53.3,NA,NA,41,M,None
1676,WCA3A-TW_Marsh,16.2,56.8,115.9,21.2,NA,NA,3.4,F,None
1677,WCA3A-TW_Marsh,36.1,130.8,260.5,55.6,NA,NA,55.5,M,None
1678,ENP-FC,35.5,130.3,262.9,51.4,NA,NA,48,M,None
1679,ENP-FC,27.5,101.9,203.5,41.3,NA,NA,21,F,None
1680,ENP-FC,13,48.2,94.6,17.7,NA,NA,2.1,M,None
1681,ENP-FC,25,94.7,192,37.4,NA,NA,15,F,None
1682,ENP-FC,32.4,120.1,240.5,44.5,NA,NA,31,M,None
1683,ENP-FC,26.5,102.8,206.5,38.3,NA,NA,19,F,Small abnormality (raised) behind head.  ~10c piece size.
1684,ENP-FC,34.6,127.5,246.5,39.5,NA,NA,32,M,None
1685,ENP-FC,20.6,75.9,152.6,30,NA,NA,8.25,F,None
1686,ENP-FC,30.3,111.8,217.4,36.4,NA,NA,24,M,None
1687,ENP-FC,26.4,97.3,188.4,40.1,NA,NA,19.5,F,None
1688,ENP-SS,30,105.9,211.5,35.8,NA,NA,17,F,None
1689,ENP-SS,30,112.5,224.5,46.4,NA,NA,28,F,Missing 1/2 of palate on bottom jaw.
1690,ENP-SS,21.2,76.4,144.5,26.6,NA,NA,9,F,None
1691,ENP-SS,25.6,92.9,185.2,36.3,NA,NA,16.25,M,None
1692,ENP-SS,20.4,73.4,139.9,28.8,NA,NA,7.8,F,None
1693,ENP-SS,26.8,103.3,203.3,30.2,NA,NA,17.5,F,Puncture in left nictitating membrane.  Puncture in right rear leg.  Emaciated.
1694,ENP-SS,29.5,107.6,212.8,36.5,NA,NA,17,M,None
1695,ENP-SS,26.9,95.6,195.8,36.9,NA,NA,19,M,None
1696,WCA3A-N41_Marsh,18.4,67.6,135.4,26.3,NA,NA,6.1,F,None
1697,WCA3A-N41_Marsh,38,136.2,269.4,60.3,NA,NA,65,M,None
1698,BICY_Marsh,31.4,114.7,225.8,46.6,NA,NA,30.5,M,None
1699,BICY_Marsh,22.5,83.9,174,35.6,NA,NA,12.75,F,None
1700,BICY_Marsh,18.4,66.9,135.7,27.6,NA,NA,7,M,None
1701,BICY_Marsh,21.4,77.4,159.1,34,NA,NA,11.75,F,Missing front right foot.
1702,BICY_Marsh,28.5,100.6,199.4,42,NA,NA,22.5,M,None
1703,BICY_Marsh,28,105.7,218,46.1,NA,NA,26,M,None
1704,BICY_Marsh,28.9,108.5,207.4,45.4,NA,NA,25.5,F,None
1705,BICY_Marsh,19.8,72.8,141.2,28.3,NA,NA,7.8,F,None
1706,BICY_Marsh,13.2,45.9,92.4,17.7,NA,NA,2,M,None
1707,BICY_Marsh,25.3,91.7,181.7,35.2,NA,NA,15.5,M,None
1708,BICY_Marsh,21.1,77.1,155.5,30.2,NA,NA,8.8,M,None
1709,BICY_Marsh,27.1,97.2,190.8,30.9,NA,NA,17,F,None
1710,BICY_Marsh,34.1,125.5,238.4,46.4,NA,NA,38,M,Small scar on right front shoulder
1711,BICY_Marsh,19.1,69.4,138.1,27.7,NA,NA,6.4,M,None
1712,BICY_Marsh,21.4,78.8,154.1,30.3,NA,NA,10.2,M,None
1713,Lox_L40,19.2,75.2,139.5,28.5,NA,NA,8.5,M,None
1714,Lox_L40,24.2,87.2,172.4,34,NA,NA,13.25,F,None
1715,Lox_L40,20.4,71.4,146.1,28.2,NA,NA,8,M,None
1716,Lox_L40,28.5,105.4,206,43.5,NA,NA,28.5,F,None
1717,Lox_L40,27.6,102,191.9,33.1,NA,NA,19.25,F,Incomplete tail
1718,Lox_L40,33.2,120.6,235.9,48.6,NA,NA,39,M,None
1719,Lox_L40,30.7,106.7,193.2,42,NA,NA,24.5,F,Incomplete tail
1720,Lox_L40,28.6,101.2,205.5,45.1,NA,NA,25,F,None
1721,Lox_L40,30.6,107.7,214.2,41.9,NA,NA,25,F,None
1722,Lox_L40,28.8,102.8,210.1,46.6,NA,NA,27.5,F,None
1723,Lox_L40,19.6,71.1,143.1,29.8,NA,NA,7.7,F,None
1724,Lox_L40,28.2,98.7,203.4,40.4,NA,NA,19,F,None
1725,Lox_L40,18.7,67.9,132.7,27,NA,NA,6.1,F,None
1726,Lox_L40,26,94.7,188.7,41.2,NA,NA,17.5,F,Slight snaggle tooth on LHS (misalignment of lower jaw w/ upper jaw)
1727,Lox_L40,24.6,89.7,181.5,39,NA,NA,16.6,F,None
1728,WCA3A-N41_Marsh,15,52.8,101.4,18.8,NA,NA,2.9,F,Incomplete tail
1729,WCA3A-N41_Marsh,31.8,110.9,219.4,45.8,NA,NA,32,F,Missing inner toe on FR foot
1730,WCA3A-N41_Marsh,29.4,108.5,225.8,47.5,NA,NA,31,F,None
1731,WCA3A-N41_Marsh,26.4,98,193.8,38.6,NA,NA,19.8,M,None
1732,WCA3A-N41_Marsh,37.4,131.6,254.2,48.1,NA,NA,48,F,None
1733,WCA3A-N41_Marsh,18,63.9,128.1,25.5,NA,NA,5.8,M,None
1734,WCA3A-N41_Marsh,29.4,109.8,214.6,43.4,NA,NA,30.5,F,None
1735,WCA3A-N41_Marsh,18.2,64.9,127.5,23.6,NA,NA,5.4,F,None
1736,WCA3A-N41_Marsh,41.5,150.8,302.5,61.8,NA,NA,86,M,"Missing Front Right Thumb. Lower jaw, left side scarred."
1737,WCA3A-N41_Marsh,25.3,94.4,185.6,37.2,NA,NA,21,M,None
1738,WCA3A-N41_Marsh,27.2,100.5,196.1,43.1,NA,NA,27,F,Rear right leg missing 2 toes.
1739,WCA3A-N41_Marsh,24.2,90,178.8,36.9,NA,NA,16.2,F,None
1740,WCA3A-N41_Marsh,27.9,101.5,195.6,40.5,NA,NA,24.5,F,None
1741,WCA3A-HD_Canal,24.1,88.8,175.3,35.3,NA,NA,15,F,None
1742,WCA3A-HD_Canal,29.2,106.4,208.8,40.5,NA,NA,23.5,F,Broken jaw
1743,WCA3A-HD_Canal,20.4,73.1,148.3,30.4,NA,NA,8.2,F,None
1744,WCA3A-HD_Marsh,16.8,61.2,121.1,22.4,NA,NA,4.1,F,None
1745,WCA3A-HD_Marsh,22.9,85.8,NA,33.8,NA,NA,13.5,F,None
1746,WCA3A-HD_Marsh,25.4,92.2,177.5,39.1,NA,NA,17,F,"Fish barb in chin
bites on tail"
1747,WCA3A-HD_Marsh,24.5,91.6,183.7,35.5,NA,NA,18,F,None
1748,WCA3A-HD_Marsh,25.6,94.4,186.2,35.6,NA,NA,17.2,M,None
1749,WCA3A-HD_Marsh,14.9,51.6,105.3,19.2,NA,NA,2.8,F,None
1750,WCA3A-HD_Marsh,26.2,97.5,191.2,39.4,NA,NA,21,F,None
1751,WCA3A-HD_Canal,30,107.4,208.2,45.8,NA,NA,29,F,"Bite mark on tail.  Foreign object (hard twig?) in ""vent area."""
1752,WCA3A-HD_Canal,31.2,113,223.9,42.2,NA,NA,30,F,None
1753,WCA3A-HD_Canal,31.4,115.8,228.1,48.9,NA,NA,40.5,F,Right ear torn open (healed).
1754,WCA3A-HD_Canal,26.6,98.9,181.9,39.8,NA,NA,22,F,Incomplete tail
1755,WCA3A-HD_Canal,26.2,96.8,188.1,40,NA,NA,19.5,F,None
1756,WCA3A-HD_Canal,25.5,95.6,188.6,41.4,NA,NA,20.5,F,None
1757,WCA3A-HD_Marsh,27.9,106.8,208.2,39.5,NA,NA,21,M,None
1758,WCA3A-HD_Marsh,28.2,103.8,208.5,40.3,NA,NA,18.5,F,None
1759,WCA3A-HD_Marsh,19.2,74.1,148.2,28.5,NA,NA,8.1,M,None
1760,WCA3A-HD_Marsh,28,104.1,203.8,41.3,NA,NA,22,F,None
1761,WCA3A-HD_Marsh,29.7,113.7,220.6,46.4,NA,NA,31,F,Broken jaw
1762,ENP-EST,25.7,93.5,186.9,40.3,NA,NA,18.6,M,None
1763,ENP-EST,32.9,122.8,247.7,46.6,NA,NA,39,M,None
1764,ENP-EST,29.6,107,210,38.2,NA,NA,26.5,F,None
1765,ENP-EST,24.3,90.9,178.5,34.7,NA,NA,14.8,M,Slight scarring (bite marks) on R side of tail.
1766,ENP-EST,24.1,86,171.2,35.5,NA,NA,13.6,M,None
1767,ENP-EST,25,92.1,179.9,35.7,NA,NA,15.6,M,Light scarring on nose
1768,Lox_Marsh,26.5,94.4,198.8,37.9,NA,NA,19,M,None
1769,Lox_Marsh,27,101,192.9,35.8,NA,NA,22,F,Incomplete tail
1770,Lox_Marsh,29.3,106.1,214,40.6,NA,NA,28,F,"Double scutes 9, 10, 11 on right side deformed.  1st scute slightly split."
1771,Lox_Marsh,20.2,75.8,148.9,29.6,NA,NA,8.95,M,None
1772,Lox_Marsh,19.5,71.5,143.7,27,NA,NA,7.7,F,9th scute slightly shredded
1773,Lox_Marsh,23.5,82.6,165.1,31,NA,NA,11.5,M,Missing left front leg.  8th scute has hole in it.
1774,Lox_Marsh,26.5,98,194.9,36.4,NA,NA,19,F,None
1775,Lox_Marsh,32,119,215,37.5,NA,NA,31.25,M,Incomplete tail
1776,Lox_Marsh,25.5,94.3,187.3,38.6,NA,NA,20.5,M,None
1777,Lox_Marsh,19.5,67,139.3,26.5,NA,NA,7.1,M,Notch in 11th scute.
1778,Lox_Marsh,16,56.4,112.2,22.8,NA,NA,4.6,F,1st scute curled
1779,WCA3A-HD_Canal,16.7,59.4,122.6,24.7,NA,NA,NA,F,None
1780,WCA3A-HD_Canal,20.1,70.1,143.5,29,NA,NA,8,F,None
1781,WCA3A-HD_Canal,26.8,100.3,195.6,34.8,NA,NA,19.8,F,None
1782,WCA3A-HD_Canal,26.8,98.6,190.1,39.3,NA,NA,18,M,None
1783,WCA3A-HD_Marsh,36.9,127.1,200.1,56.5,NA,NA,50,M,Incomplete tail
1784,WCA3A-HD_Marsh,35.1,125.2,242.4,54.5,NA,NA,46,M,"Lower jaw deformed, 3-4 teeth curving out on the front right side."
1785,WCA3A-HD_Marsh,26.9,97,192.5,42.3,NA,NA,19,F,None
1786,Lox_Marsh,29,110.6,221.8,44.2,NA,NA,31,F,None
1787,Lox_Marsh,34.5,126,255.4,49.7,NA,NA,39,M,None
1788,Lox_Marsh,30.4,111.7,224.2,45.6,NA,NA,30,M,None
1789,Lox_Marsh,31.1,114,226.4,43.1,NA,NA,28,M,Missing left eye
1790,Lox_Marsh,31.6,119.3,229.2,46.5,NA,NA,36,M,None
1791,ENP-EST,18.5,68.5,135.6,28.1,NA,NA,6.6,F,None
1792,ENP-EST,25.2,89.8,177.8,36.2,NA,NA,15.6,M,None
1793,ENP-EST,38.4,137,257.4,59.9,NA,NA,69,M,Incomplete tail
1794,ENP-EST,24.9,92,179.9,33.2,NA,NA,15,M,None
1795,ENP-EST,34,121.5,249.9,49.6,NA,NA,42,M,None
1796,ENP-EST,34.1,122.6,246.2,51.2,NA,NA,41,M,None
1797,ENP-EST,30.1,110.6,219.4,43.5,NA,NA,29,M,None
1798,ENP-EST,27.7,101.4,204.1,44.8,NA,NA,26,M,None
1799,ENP-EST,28.1,99.1,201.6,40.1,NA,NA,23,M,None
